bibliography_id	short_label	raw_reference_strings	ocr_status	translation_relevance
bib-pl-i-71-72	Pl. I 71-72	Pl. I 71-72	not_started	unknown
bib-pl-i-74	Pl. I 74	Pl. I 74	not_started	unknown
bib-pl-i-75a	Pl. I 75a	Pl. I 75a	not_started	unknown
bib-pl-i-76	Pl. I 76	Pl. I 76	not_started	unknown
bib-pl-i-77	Pl. I 77	Pl. I 77	not_started	unknown
bib-pl-i-78a	Pl. I 78a	Pl. I 78a	not_started	unknown
bib-pl-i-78b	Pl. I 78b	Pl. I 78b	not_started	unknown
bib-pl-i-79a	Pl. I 79a	Pl. I 79a	not_started	unknown
bib-pl-i-79b	Pl. I 79b	Pl. I 79b	not_started	unknown
bib-pl-i-80-81-82a-b	Pl. I 80-81-82a+b	Pl. I 80-81-82a+b	not_started	unknown
bib-pl-i-83	Pl. I 83	Pl. I 83	not_started	unknown
bib-pl-i-84	Pl. I 84	Pl. I 84	not_started	unknown
bib-pl-i-85	Pl. I 85	Pl. I 85	not_started	unknown
bib-pl-i-86-87	Pl. I 86-87	Pl. I 86-87	not_started	unknown
bib-pl-i-88	Pl. I 88	Pl. I 88	not_started	unknown
bib-pl-i-8a	Pl. I 8a	Pl. I 8a	not_started	unknown
bib-pl-i-8b	Pl. I 8b	Pl. I 8b	not_started	unknown
bib-pl-i-90	Pl. I 90	Pl. I 90	not_started	unknown
bib-pl-i-91-92	Pl. I 91+92	Pl. I 91+92	not_started	unknown
bib-pl-i-93	Pl. I 93	Pl. I 93	not_started	unknown
bib-pl-i-94a-b	Pl. I 94a+b	Pl. I 94a+b	not_started	unknown
bib-pl-i-95a	Pl. I 95a	Pl. I 95a	not_started	unknown
bib-pl-i-95b	Pl. I 95b	Pl. I 95b	not_started	unknown
bib-pl-i-96-97	Pl. I 96-97	Pl. I 96-97	not_started	unknown
bib-pl-i-98	Pl. I 98	Pl. I 98	not_started	unknown
bib-pl-i-99	Pl. I 99	Pl. I 99	not_started	unknown
bib-pl-i-9a	Pl. I 9a	Pl. I 9a	not_started	unknown
bib-pl-ii-110	Pl. II 110	Pl. II 110	not_started	unknown
bib-pl-ii-111	Pl. II 111	Pl. II 111	not_started	unknown
bib-pl-ii-112	Pl. II 112	Pl. II 112	not_started	unknown
bib-pl-ii-113	Pl. II 113	Pl. II 113	not_started	unknown
bib-pl-ii-114a	Pl. II 114a	Pl. II 114a	not_started	unknown
bib-pl-ii-114b	Pl. II 114b	Pl. II 114b	not_started	unknown
bib-pl-ii-115	Pl. II 115	Pl. II 115	not_started	unknown
bib-pl-ii-116	Pl. II 116	Pl. II 116	not_started	unknown
bib-pl-ii-117a	Pl. II 117a	Pl. II 117a	not_started	unknown
bib-pl-ii-117b	Pl. II 117b	Pl. II 117b	not_started	unknown
bib-pl-ii-118a	Pl. II 118a	Pl. II 118a	not_started	unknown
bib-pl-ii-119a	Pl. II 119a	Pl. II 119a	not_started	unknown
bib-pl-ii-119b	Pl. II 119b	Pl. II 119b	not_started	unknown
bib-pl-ii-120a-b	Pl. II 120a-b	Pl. II 120a-b	not_started	unknown
bib-pl-ii-121a	Pl. II 121a	Pl. II 121a	not_started	unknown
bib-pl-ii-122a	Pl. II 122a	Pl. II 122a	not_started	unknown
bib-pl-ii-122b	Pl. II 122b	Pl. II 122b	not_started	unknown
bib-pl-ii-123	Pl. II 123	Pl. II 123	not_started	unknown
bib-pl-ii-124a	Pl. II 124a	Pl. II 124a	not_started	unknown
bib-pl-ii-125a	Pl. II 125a	Pl. II 125a	not_started	unknown
bib-pl-ii-125b	Pl. II 125b	Pl. II 125b	not_started	unknown
bib-pl-ii-126b	Pl. II 126b	Pl. II 126b	not_started	unknown
bib-pl-ii-127a	Pl. II 127a	Pl. II 127a	not_started	unknown
bib-pl-ii-127b	Pl. II 127b	Pl. II 127b	not_started	unknown
bib-pl-ii-128a	Pl. II 128a	Pl. II 128a	not_started	unknown
bib-pl-ii-128b-c	Pl. II 128b+c	Pl. II 128b+c	not_started	unknown
bib-pl-ii-129	Pl. II 129	Pl. II 129	not_started	unknown
bib-pl-ii-130	Pl. II 130	Pl. II 130	not_started	unknown
bib-pl-ii-131a	Pl. II 131a	Pl. II 131a	not_started	unknown
bib-pl-ii-131b	Pl. II 131b	Pl. II 131b	not_started	unknown
bib-pl-ii-132a	Pl. II 132a	Pl. II 132a	not_started	unknown
bib-pl-ii-132b	Pl. II 132b	Pl. II 132b	not_started	unknown
bib-pl-ii-133	Pl. II 133	Pl. II 133	not_started	unknown
bib-pl-ii-134a	Pl. II 134a	Pl. II 134a	not_started	unknown
bib-pl-ii-136	Pl. II 136	Pl. II 136	not_started	unknown
bib-pl-ii-138	Pl. II 138	Pl. II 138	not_started	unknown
bib-pl-ii-139	Pl. II 139	Pl. II 139	not_started	unknown
bib-pl-ii-140a-b	Pl. II 140a+b	Pl. II 140a+b	not_started	unknown
bib-pl-ii-141a	Pl. II 141a	Pl. II 141a	not_started	unknown
bib-pl-ii-141b	Pl. II 141b	Pl. II 141b	not_started	unknown
bib-pl-ii-142	Pl. II 142	Pl. II 142	not_started	unknown
bib-pl-ii-143a-b	Pl. II 143a+b	Pl. II 143a+b	not_started	unknown
bib-pl-ii-145	Pl. II 145	Pl. II 145	not_started	unknown
bib-pl-ii-146	Pl. II 146	Pl. II 146	not_started	unknown
bib-pl-ii-147a-b	Pl. II 147a+b	Pl. II 147a+b	not_started	unknown
bib-pl-ii-148a	Pl. II 148a	Pl. II 148a	not_started	unknown
bib-pl-ii-148b	Pl. II 148b	Pl. II 148b	not_started	unknown
bib-pl-ii-149	Pl. II 149	Pl. II 149	not_started	unknown
bib-pl-ii-156	Pl. II 156	Pl. II 156	not_started	unknown
bib-pl-ii-157	Pl. II 157	Pl. II 157	not_started	unknown
bib-pl-ii-158-159	Pl. II 158-159	Pl. II 158-159	not_started	unknown
bib-pl-ii-160a	Pl. II 160a	Pl. II 160a	not_started	unknown
bib-pl-ii-160b	Pl. II 160b	Pl. II 160b	not_started	unknown
bib-pl-ii-162-163	Pl. II 162-163	Pl. II 162-163	not_started	unknown
bib-pl-ii-177a	Pl. II 177a	Pl. II 177a	not_started	unknown
bib-pl-ii-178	Pl. II 178	Pl. II 178	not_started	unknown
bib-pl-ii-182a	Pl. II 182a	Pl. II 182a	not_started	unknown
bib-pl-ii-183a	Pl. II 183a	Pl. II 183a	not_started	unknown
bib-pl-ii-184	Pl. II 184	Pl. II 184	not_started	unknown
bib-pl-ii-185	Pl. II 185	Pl. II 185	not_started	unknown
bib-pl-ii-187	Pl. II 187	Pl. II 187	not_started	unknown
bib-pl-ii-188	Pl. II 188	Pl. II 188	not_started	unknown
bib-pl-ii-190a	Pl. II 190a	Pl. II 190a	not_started	unknown
bib-pl-ii-191a	Pl. II 191a	Pl. II 191a	not_started	unknown
bib-pl-ii-195a	Pl. II 195a	Pl. II 195a	not_started	unknown
bib-pl-ii-195b	Pl. II 195b	Pl. II 195b	not_started	unknown
bib-pl-ii-198	Pl. II 198	Pl. II 198	not_started	unknown
bib-pl-ii-200-pl-ii-201a	Pl. II 200 + Pl. II 201a	Pl. II 200 + Pl. II 201a	not_started	unknown
bib-pl-ii-201b	Pl. II 201b	Pl. II 201b	not_started	unknown
bib-pl-ii-202	Pl. II 202	Pl. II 202	not_started	unknown
bib-pl-ii-203	Pl. II 203	Pl. II 203	not_started	unknown
bib-pl-ii-204a-b	Pl. II 204a+b	Pl. II 204a+b	not_started	unknown
bib-pl-ii-205-206	Pl. II 205-206	Pl. II 205-206	not_started	unknown
bib-pl-ii-210a	Pl. II 210a	Pl. II 210a	not_started	unknown
bib-pl-ii-211-l-1-28	Pl. II 211 (l. 1-28)	Pl. II 211 (l. 1-28)	not_started	unknown
bib-pl-ii-217-and-pl-ii-218a	Pl. II 217 and Pl. II 218a	Pl. II 217 and Pl. II 218a	not_started	unknown
bib-pl-ii-218b	Pl. II 218b	Pl. II 218b	not_started	unknown
bib-pl-ii-219-a-b	Pl. II 219 a+b	Pl. II 219 a+b	not_started	unknown
bib-pl-ii-222a-b	Pl. II 222a+b	Pl. II 222a+b	not_started	unknown
bib-pl-ii-225	Pl. II 225	Pl. II 225	not_started	unknown
bib-pl-ii-228b	Pl. II 228b	Pl. II 228b	not_started	unknown
bib-pl-iii-229	Pl. III 229	Pl. III 229	not_started	unknown
bib-pl-iii-230	Pl. III 230	Pl. III 230	not_started	unknown
bib-pl-iii-231a	Pl. III 231a	Pl. III 231a	not_started	unknown
bib-pl-iii-231b	Pl. III 231b	Pl. III 231b	not_started	unknown
bib-pl-iii-232	Pl. III 232	Pl. III 232	not_started	unknown
bib-pl-iii-232b	Pl. III 232b	Pl. III 232b	not_started	unknown
bib-pl-iii-233	Pl. III 233	Pl. III 233	not_started	unknown
bib-pl-iii-235	Pl. III 235	Pl. III 235	not_started	unknown
bib-pl-iii-236b	Pl. III 236b	Pl. III 236b	not_started	unknown
bib-pl-iii-237	Pl. III 237	Pl. III 237	not_started	unknown
bib-pl-iii-238	Pl. III 238	Pl. III 238	not_started	unknown
bib-pl-iii-239	Pl. III 239	Pl. III 239	not_started	unknown
bib-pl-iii-241	Pl. III 241	Pl. III 241	not_started	unknown
bib-pl-iii-242	Pl. III 242	Pl. III 242	not_started	unknown
bib-pl-iii-245a	Pl. III 245a	Pl. III 245a	not_started	unknown
bib-pl-iii-246	Pl. III 246	Pl. III 246	not_started	unknown
bib-pl-iii-256	Pl. III 256	Pl. III 256	not_started	unknown
bib-pl-iii-270	Pl. III 270	Pl. III 270	not_started	unknown
bib-pl-iii-302	Pl. III 302	Pl. III 302	not_started	unknown
bib-pl-iii-303	Pl. III 303	Pl. III 303	not_started	unknown
bib-pl-iii-304-305	Pl. III 304-305	Pl. III 304-305	not_started	unknown
bib-pl-iii-308-310	Pl. III 308-310	Pl. III 308-310	not_started	unknown
bib-pl-iii-312a-b	Pl. III 312a+b	Pl. III 312a+b	not_started	unknown
bib-pl-iii-314a	Pl. III 314a	Pl. III 314a	not_started	unknown
bib-pl-iii-314b-c	Pl. III 314b+c	Pl. III 314b+c	not_started	unknown
bib-pl-iii-318a-b	Pl. III 318a+b	Pl. III 318a+b	not_started	unknown
bib-pl-iii-319a-c	Pl. III 319a-c	Pl. III 319a-c	not_started	unknown
bib-pl-iii-321	Pl. III 321	Pl. III 321	not_started	unknown
bib-pl-iii-322	Pl. III 322	Pl. III 322	not_started	unknown
bib-pl-iii-323a	Pl. III 323a	Pl. III 323a	not_started	unknown
bib-pl-iii-324a	Pl. III 324a	Pl. III 324a	not_started	unknown
bib-pl-iii-325	Pl. III 325	Pl. III 325	not_started	unknown
bib-pl-iii-330	Pl. III 330	Pl. III 330	not_started	unknown
bib-pl-iii-331a	Pl. III 331a	Pl. III 331a	not_started	unknown
bib-pl-iii-333	Pl. III 333	Pl. III 333	not_started	unknown
bib-pl-iii-339a-b	Pl. III 339a+b	Pl. III 339a+b	not_started	unknown
bib-pl-iv-364a-b	Pl. IV 364a+b	Pl. IV 364a+b	not_started	unknown
bib-pl-iv-365a	Pl. IV 365a	Pl. IV 365a	not_started	unknown
bib-pl-iv-365b	Pl. IV 365b	Pl. IV 365b	not_started	unknown
bib-pl-iv-365c	Pl. IV 365c	Pl. IV 365c	not_started	unknown
bib-pl-iv-370	Pl. IV 370	Pl. IV 370	not_started	unknown
bib-pl-iv-371a	Pl. IV 371a	Pl. IV 371a	not_started	unknown
bib-pl-iv-373a	Pl. IV 373a	Pl. IV 373a	not_started	unknown
bib-pl-iv-373b	Pl. IV 373b	Pl. IV 373b	not_started	unknown
bib-pl-iv-373c	Pl. IV 373c	Pl. IV 373c	not_started	unknown
bib-pl-iv-373d	Pl. IV 373d	Pl. IV 373d	not_started	unknown
bib-pl-iv-375-376	Pl. IV 375 + 376	Pl. IV 375 + 376	not_started	unknown
bib-pl-iv-377a	Pl. IV 377a	Pl. IV 377a	not_started	unknown
bib-pl-iv-377b	Pl. IV 377b	Pl. IV 377b	not_started	unknown
bib-pl-iv-378a	Pl. IV 378a	Pl. IV 378a	not_started	unknown
bib-pl-iv-378b	Pl. IV 378b	Pl. IV 378b	not_started	unknown
bib-pl-iv-380	Pl. IV 380	Pl. IV 380	not_started	unknown
bib-pl-iv-382	Pl. IV 382	Pl. IV 382	not_started	unknown
bib-pl-iv-384	Pl. IV 384	Pl. IV 384	not_started	unknown
bib-pl-iv-386-and-pl-iv-387	Pl. IV 386 and Pl. IV 387	Pl. IV 386 and Pl. IV 387	not_started	unknown
bib-pl-iv-399a	Pl. IV 399a	Pl. IV 399a	not_started	unknown
bib-pl-iv-399c	Pl. IV 399c	Pl. IV 399c	not_started	unknown
bib-pl-iv-402	Pl. IV 402	Pl. IV 402	not_started	unknown
bib-pl-iv-411	Pl. IV 411	Pl. IV 411	not_started	unknown
bib-pl-iv-465a-l-1-14	Pl. IV 465a (l. 1-14)	Pl. IV 465a (l. 1-14)	not_started	unknown
bib-pl-iv-479-l-1-20	Pl. IV 479 (l. 1-20)	Pl. IV 479 (l. 1-20)	not_started	unknown
bib-pl-v-463	Pl. V 463	Pl. V 463	not_started	unknown
bib-pl-v-464a	Pl. V 464a	Pl. V 464a	not_started	unknown
bib-pl-v-479-l-21-30	Pl. V 479 (l. 21-30)	Pl. V 479 (l. 21-30)	not_started	unknown
bib-pl-v-480a	Pl. V 480a	Pl. V 480a	not_started	unknown
bib-pl-v-481a	Pl. V 481a	Pl. V 481a	not_started	unknown
bib-pl-v-509	Pl. V 509	Pl. V 509	not_started	unknown
bib-pl-v-543a	Pl. V 543a	Pl. V 543a	not_started	unknown
bib-pl-v-565a	Pl. V 565a	Pl. V 565a	not_started	unknown
bib-pl-v-571b	Pl. V 571b	Pl. V 571b	not_started	unknown
bib-pl-v-573a	Pl. V 573a	Pl. V 573a	not_started	unknown
bib-pl-v-574a	Pl. V 574a	Pl. V 574a	not_started	unknown
bib-pl-v-574b	Pl. V 574b	Pl. V 574b	not_started	unknown
bib-pl-v-593a	Pl. V 593a	Pl. V 593a	not_started	unknown
bib-pl-v-597a-b	Pl. V 597a-b	Pl. V 597a-b	not_started	unknown
bib-ppa-p-105	PPA, p. 105	PPA, p. 105	not_started	unknown
bib-ppa-p-109	PPA, p. 109	PPA, p. 109	not_started	unknown
bib-ppa-p-112	PPA, p. 112	PPA, p. 112	not_started	unknown
bib-ppa-p-114	PPA, p. 114	PPA, p. 114	not_started	unknown
bib-ppa-p-117	PPA, p. 117	PPA, p. 117	not_started	unknown
bib-ppa-p-119	PPA, p. 119	PPA, p. 119	not_started	unknown
bib-ppa-p-12	PPA, p. 12	PPA, p. 12	not_started	unknown
bib-ppa-p-139	PPA, p. 139	PPA, p. 139	not_started	unknown
bib-ppa-p-141-2	PPA, p. 141-2	PPA, p. 141-2	not_started	unknown
bib-ppa-p-145	PPA, p. 145	PPA, p. 145	not_started	unknown
bib-ppa-p-147	PPA, p. 147	PPA, p. 147	not_started	unknown
bib-ppa-p-149	PPA, p. 149	PPA, p. 149	not_started	unknown
bib-ppa-p-150	PPA, p. 150	PPA, p. 150	not_started	unknown
bib-ppa-p-151	PPA, p. 151	PPA, p. 151	not_started	unknown
bib-ppa-p-155	PPA, p. 155	PPA, p. 155	not_started	unknown
bib-ppa-p-159	PPA, p. 159	PPA, p. 159	not_started	unknown
bib-ppa-p-165	PPA, p. 165	PPA, p. 165	not_started	unknown
bib-ppa-p-166	PPA, p. 166	PPA, p. 166	not_started	unknown
bib-ppa-p-167	PPA, p. 167	PPA, p. 167	not_started	unknown
bib-ppa-p-168	PPA, p. 168	PPA, p. 168	not_started	unknown
bib-ppa-p-169	PPA, p. 169	PPA, p. 169	not_started	unknown
bib-ppa-p-17	PPA, p. 17	PPA, p. 17	not_started	unknown
bib-ppa-p-170	PPA, p. 170	PPA, p. 170	not_started	unknown
bib-ppa-p-172	PPA, p. 172	PPA, p. 172	not_started	unknown
bib-ppa-p-174	PPA, p. 174	PPA, p. 174	not_started	unknown
bib-ppa-p-176	PPA, p. 176	PPA, p. 176	not_started	unknown
bib-ppa-p-177	PPA, p. 177	PPA, p. 177	not_started	unknown
bib-ppa-p-179	PPA, p. 179	PPA, p. 179	not_started	unknown
bib-ppa-p-181	PPA, p. 181	PPA, p. 181	not_started	unknown
bib-ppa-p-183	PPA, p. 183	PPA, p. 183	not_started	unknown
bib-ppa-p-184	PPA, p. 184	PPA, p. 184	not_started	unknown
bib-ppa-p-186	PPA, p. 186	PPA, p. 186	not_started	unknown
bib-ppa-p-190	PPA, p. 190	PPA, p. 190	not_started	unknown
bib-ppa-p-191	PPA, p. 191	PPA, p. 191	not_started	unknown
bib-ppa-p-192	PPA, p. 192	PPA, p. 192	not_started	unknown
bib-ppa-p-201	PPA, p. 201	PPA, p. 201	not_started	unknown
bib-ppa-p-212	PPA, p. 212	PPA, p. 212	not_started	unknown
bib-ppa-p-213	PPA, p. 213	PPA, p. 213	not_started	unknown
bib-ppa-p-216	PPA, p. 216	PPA, p. 216	not_started	unknown
bib-ppa-p-217	PPA, p. 217	PPA, p. 217	not_started	unknown
bib-ppa-p-219	PPA, p. 219	PPA, p. 219	not_started	unknown
bib-ppa-p-221-partly-transl-u-pe-maung-tin-jbrs-25-1935-p-159	PPA, p. 221 (partly transl. U Pe Maung Tin, JBRS 25, 1935, p. 159)	PPA, p. 221 (partly transl. U Pe Maung Tin, JBRS 25, 1935, p. 159)	not_started	unknown
bib-ppa-p-224	PPA, p. 224	PPA, p. 224	not_started	unknown
bib-ppa-p-227	PPA, p. 227	PPA, p. 227	not_started	unknown
bib-ppa-p-231	PPA, p. 231	PPA, p. 231	not_started	unknown
bib-ppa-p-234	PPA, p. 234	PPA, p. 234	not_started	unknown
bib-ppa-p-235	PPA, p. 235	PPA, p. 235	not_started	unknown
bib-ppa-p-237	PPA, p. 237	PPA, p. 237	not_started	unknown
bib-ppa-p-239	PPA p. 239	PPA p. 239	not_started	unknown
bib-ppa-p-240	PPA, p. 240	PPA, p. 240	not_started	unknown
bib-ppa-p-242	PPA, p. 242	PPA, p. 242	not_started	unknown
bib-ppa-p-243	PPA, p. 243	PPA, p. 243	not_started	unknown
bib-ppa-p-255	PPA p. 255	PPA p. 255	not_started	unknown
bib-ppa-p-274	PPA, p. 274	PPA, p. 274	not_started	unknown
bib-ppa-p-286-this-ref-in-list-is-incorrect	PPA, p. 286 (this ref. in List is incorrect !)	PPA, p. 286 (this ref. in List is incorrect !)	not_started	unknown
bib-ppa-p-295	PPA, p. 295	PPA, p. 295	not_started	unknown
bib-ppa-p-310	PPA, p. 310	PPA, p. 310	not_started	unknown
bib-ppa-p-313	PPA, p. 313	PPA, p. 313	not_started	unknown
bib-ppa-p-320	PPA, p. 320	PPA, p. 320	not_started	unknown
bib-ppa-p-55	PPA, p. 55	PPA, p. 55	not_started	unknown
bib-ppa-p-57	PPA, p. 57	PPA, p. 57	not_started	unknown
bib-ppa-p-59	PPA, p. 59	PPA, p. 59	not_started	unknown
bib-ppa-p-61	PPA, p. 61	PPA, p. 61	not_started	unknown
bib-ppa-p-98	PPA, p. 98	PPA, p. 98	not_started	unknown
bib-ppa-p-99	PPA, p. 99	PPA, p. 99	not_started	unknown
bib-ray-theravada-buddhism-p-106	Ray, Theravada Buddhism, p. 106	Ray, Theravada Buddhism, p. 106	not_started	unknown
bib-ray-theravada-buddhism-p-108	Ray, Theravada Buddhism, p. 108	Ray, Theravada Buddhism, p. 108	not_started	unknown
bib-ray-theravada-buddhism-p-164-frasch-king-nadaungmya-s-great-	Ray, Theravada Buddhism, p. 164, Frasch, ‘King Nadaungmya's Great Gift’, p. xx	Ray, Theravada Buddhism, p. 164, Frasch, ‘King Nadaungmya's Great Gift’, p. xx	not_started	unknown
bib-ray-theravada-buddhism-p-165	Ray, Theravada Buddhism, p. 165	Ray, Theravada Buddhism, p. 165	not_started	unknown
bib-rdasb-1905-n-22	RDASB 1905 n°22,	RDASB 1905 n°22,	not_started	unknown
bib-rdasb-1915	RDASB 1915	RDASB 1915	not_started	unknown
bib-rdasb-1915-bed-b-594-2	RDASB 1915 BED B 594-2	RDASB 1915 BED B 594-2	not_started	unknown
bib-rdasb-1918-19-bed-b-622-6	RDASB 1918-19 BED B 622-6	RDASB 1918-19 BED B 622-6	not_started	unknown
bib-rdasb-1925-26	RDASB 1925-26	RDASB 1925-26	not_started	unknown
bib-rdasb-1926-app-g-no-20-under-date-cs-583-1121	RDASB 1926, App. G, no. 20 (under date CS 583/1121)	RDASB 1926, App. G, no. 20 (under date CS 583/1121)	not_started	unknown
bib-rdasb-1926-p-26-and-app-g	RDASB 1926, p. 26 and App. G	RDASB 1926, p. 26 and App. G	not_started	unknown
bib-rdasb-1926-p-26-and-app-g-no-1	RDASB 1926, p. 26, and app. G, no. 1	RDASB 1926, p. 26, and app. G, no. 1	not_started	unknown
bib-rdasb-1926-p-26-and-app-g-no-12	RDASB 1926, p. 26 and App. G, no. 12	RDASB 1926, p. 26 and App. G, no. 12	not_started	unknown
bib-rdasb-1937-38	RDASB 1937-38	RDASB 1937-38	not_started	unknown
bib-rdasb-1937-38-bed-b-556-1	RDASB 1937-38 BED B 556-1	RDASB 1937-38 BED B 556-1	not_started	unknown
bib-rdasb-1937-38-bed-b-574-3	RDASB 1937-38 BED B 574-3	RDASB 1937-38 BED B 574-3	not_started	unknown
bib-rdasb-1938	RDASB 1938	RDASB 1938	not_started	unknown
bib-rdasb-1938-39	RDASB 1938-39	RDASB 1938-39	not_started	unknown
bib-rdasb-1939	RDASB 1939	RDASB 1939	not_started	unknown
bib-rdasb-1947	RDASB 1947	RDASB 1947	not_started	unknown
bib-rdasb-1953-54	RDASB 1953-54,	RDASB 1953-54,	not_started	unknown
bib-rdasb-1953-54-bed-b-598-6b	RDASB 1953-54 BED B 598-6b	RDASB 1953-54 BED B 598-6b	not_started	unknown
bib-rdasb-1954	RDASB 1954	RDASB 1954	not_started	unknown
bib-rdasb-1954-1955-bed-b-503-1	RDASB 1954-1955 BED B 503-1	RDASB 1954-1955 BED B 503-1	not_started	unknown
bib-rdasb-1954-55-bed-b-581-3	RDASB 1954-55 BED B 581-3	RDASB 1954-55 BED B 581-3	not_started	unknown
bib-rdasb-1954-55-bed-b-583-2	RDASB 1954-55 BED B 583-2	RDASB 1954-55 BED B 583-2	not_started	unknown
bib-rdasb-1955	RDASB 1955	RDASB 1955	not_started	unknown
bib-rdasb-1955-56	RDASB 1955-56	RDASB 1955-56	not_started	unknown
bib-rdasb-1955-56-bed-b-474-2	RDASB 1955-56 BED B 474-2	RDASB 1955-56 BED B 474-2	not_started	unknown
bib-rdasb-1956-60	RDASB 1956-60	RDASB 1956-60	not_started	unknown
bib-rdasb-1957-58-bed-b-521-1	RDASB 1957-58 BED B 521-1	RDASB 1957-58 BED B 521-1	not_started	unknown
bib-rdasb-1957-58-bed-b-600-7	RDASB 1957-58 BED B 600-7	RDASB 1957-58 BED B 600-7	not_started	unknown
bib-rdasb-1958-59	RDASB 1958-59	RDASB 1958-59 | RDASB 1958-59,	not_started	unknown
bib-rdasb-1958-59-bed-b-533-1	RDASB 1958-59 BED B 533-1	RDASB 1958-59 BED B 533-1	not_started	unknown
bib-rdasb-1958-59-bed-b-622-6	RDASB 1958-59 BED B 622-6	RDASB 1958-59 BED B 622-6	not_started	unknown
bib-rdasb-1959-60	RDASB 1959-60	RDASB 1959-60	not_started	unknown
bib-rdasb-196-64	RDASB 196-64	RDASB 196-64	not_started	unknown
bib-rdasb-1960-61	RDASB 1960-61	RDASB 1960-61	not_started	unknown
bib-rdasb-1960-61-bed-a	RDASB 1960-61 BED A	RDASB 1960-61 BED A	not_started	unknown
bib-rdasb-1960-61-bed-b-564-2	RDASB 1960-61 BED B 564-2	RDASB 1960-61 BED B 564-2	not_started	unknown
bib-rdasb-1960-61-bed-b-579-3	RDASB 1960-61 BED B 579-3	RDASB 1960-61 BED B 579-3	not_started	unknown
bib-rdasb-1960-61-bed-b-588-2	RDASB 1960-61 BED B 588-2	RDASB 1960-61 BED B 588-2	not_started	unknown
bib-rdasb-1960-61-bed-b-623-1	RDASB 1960-61 BED B 623-1	RDASB 1960-61 BED B 623-1	not_started	unknown
bib-rdasb-1961	RDASB 1961	RDASB 1961	not_started	unknown
bib-rdasb-1961-62	RDASB 1961-62	RDASB 1961-62	not_started	unknown
bib-rdasb-1961-62-bed-b-530-1	RDASB 1961-62 BED B 530-1	RDASB 1961-62 BED B 530-1	not_started	unknown
bib-rdasb-1961-62-bed-b-600-7	RDASB 1961-62 BED B 600-7	RDASB 1961-62 BED B 600-7	not_started	unknown
bib-rdasb-1961-62-bed-b-608-2	RDASB 1961-62 BED B 608-2	RDASB 1961-62 BED B 608-2	not_started	unknown
bib-rdasb-1961-64	RDASB 1961-64	RDASB 1961-64	not_started	unknown
bib-rdasb-1961-p-13	RDASB 1961, p. 13	RDASB 1961, p. 13	not_started	unknown
bib-rdasb-1961-p-145	RDASB 1961, p. 145	RDASB 1961, p. 145	not_started	unknown
bib-rdasb-1961-p-15	RDASB 1961, p. 15	RDASB 1961, p. 15	not_started	unknown
bib-rdasb-1962-1961	RDASB 1962 (?1961)	RDASB 1962 (?1961)	not_started	unknown
bib-rdasb-1962-63	RDASB 1962-63	RDASB 1962-63	not_started	unknown
bib-rdasb-1962-63-bed-b-513-4	RDASB 1962-63 BED B 513-4	RDASB 1962-63 BED B 513-4	not_started	unknown
bib-rdasb-1962-63-bed-b-529-1	RDASB 1962-63 BED B 529-1	RDASB 1962-63 BED B 529-1	not_started	unknown
bib-rdasb-1962-63-bed-b-547-1	RDASB 1962-63 BED B 547-1	RDASB 1962-63 BED B 547-1	not_started	unknown
bib-rdasb-1962-63-bed-b-567-2	RDASB 1962-63 BED B 567-2	RDASB 1962-63 BED B 567-2	not_started	unknown
bib-rdasb-1962-63-bed-b-582-5	RDASB 1962-63 BED B 582-5	RDASB 1962-63 BED B 582-5	not_started	unknown
bib-rdasb-1962-63-bed-b-600-7	RDASB 1962-63 BED B 600-7	RDASB 1962-63 BED B 600-7	not_started	unknown
bib-rdasb-1962-63-bed-b-602-5	RDASB 1962-63 BED B 602-5	RDASB 1962-63 BED B 602-5	not_started	unknown
bib-rdasb-1962-63-bed-b-622-4	RDASB 1962-63 BED B 622-4	RDASB 1962-63 BED B 622-4	not_started	unknown
bib-rdasb-1962-p-19	RDASB 1962, p. 19	RDASB 1962, p. 19	not_started	unknown
bib-rdasb-1963-64	RDASB 1963-64	RDASB 1963-64	not_started	unknown
bib-rdasb-1963-64-bed-b-568-7	RDASB 1963-64 BED B 568-7	RDASB 1963-64 BED B 568-7	not_started	unknown
bib-rdasb-1963-64-bed-b-579-4	RDASB 1963-64 BED B 579-4	RDASB 1963-64 BED B 579-4	not_started	unknown
bib-rdasb-1963-64-bed-b-597-4	RDASB 1963-64 BED B 597-4	RDASB 1963-64 BED B 597-4	not_started	unknown
bib-rdasb-1963-no-6-p-25	RDASB 1963, no. 6, p. 25	RDASB 1963, no. 6, p. 25	not_started	unknown
bib-rdasb-1963-p-27-8	RDASB 1963, p. 27-8	RDASB 1963, p. 27-8	not_started	unknown
bib-rdasb-1963-p-27-no-16	RDASB 1963, p. 27, no. 16	RDASB 1963, p. 27, no. 16	not_started	unknown
bib-rdasb-1963-p-28	RDASB 1963, p. 28	RDASB 1963, p. 28	not_started	unknown
bib-rdasb-1963-p-29	RDASB 1963, p. 29	RDASB 1963, p. 29	not_started	unknown
bib-rdasb-1963-p-31-no-47	RDASB 1963, p. 31, no. 47	RDASB 1963, p. 31, no. 47	not_started	unknown
bib-rdasb-1964	RDASB 1964	RDASB 1964	not_started	unknown
bib-rdasb-1964-65	RDASB 1964-65	RDASB 1964-65	not_started	unknown
