family_id	family_label	family_type	member_count	occurrence_count	sample_raw_references	current_bibtex_key	current_status	suggested_local_search_terms	notes
fam-raw-iob2-215-b-bed-b-622-6	iob2 215 b bed b 622 6	unclear	1	1	IOB2-215/b BED B 622-6	work467	machine_stub	iob2 215 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-216-bed-b-622-6	iob2 216 bed b 622 6	unclear	1	1	IOB2-216 BED B 622-6	work468	machine_stub	iob2 216 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-217-bed-b-623-1	iob2 217 bed b 623 1	unclear	1	1	IOB2-217 BED B 623-1	work469	machine_stub	iob2 217 bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-218-a-bed-b-623-1	iob2 218 a bed b 623 1	unclear	1	1	IOB2-218/a BED B 623-1	work470	machine_stub	iob2 218 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-218-b-bed-b-623-1	iob2 218 b bed b 623 1	unclear	1	1	IOB2-218/b BED B 623-1	work471	machine_stub	iob2 218 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-218-b-bed-b-628-6b	iob2 218 b bed b 628 6b	unclear	1	1	IOB2-218/b BED B 628-6b	work472	machine_stub	iob2 218 b bed b 628 6b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-219-a-bed-b-629-1	iob2 219 a bed b 629 1	unclear	1	1	IOB2-219/a BED B 629-1	work473	machine_stub	iob2 219 a bed b 629 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-219-b-bed-b-623-1	iob2 219 b bed b 623 1	unclear	1	1	IOB2-219/b BED B 623-1	work474	machine_stub	iob2 219 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-220-bed-b-623-1	iob2 220 bed b 623 1	unclear	1	1	IOB2-220 BED B 623-1	work475	machine_stub	iob2 220 bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-221-bed-a	IOB2-221 BED A	unclear	1	1	IOB2-221 BED A	work476	machine_stub	IOB2-221 BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-222-a-bed-b-630-1	iob2 222 a bed b 630 1	unclear	1	1	IOB2-222/a BED B 630-1	work477	machine_stub	iob2 222 a bed b 630 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-222-b-bed-a	IOB2-222/b BED A	unclear	1	1	IOB2-222/b BED A	work478	machine_stub	IOB2-222/b BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-223-a-bed-a	IOB2-223/a BED A	unclear	1	1	IOB2-223/a BED A	work479	machine_stub	IOB2-223/a BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2-223-b-bed-a	IOB2-223/b BED A	unclear	1	1	IOB2-223/b BED A	work480	machine_stub	IOB2-223/b BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob2160-b-bed-b-609-5	iob2160 b bed b 609 5	unclear	1	1	IOB2160/b BED B 609-5	work481	machine_stub	iob2160 b bed b 609 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-224-bed-b-624-1	iob3 224 bed b 624 1	unclear	1	1	IOB3-224 BED B 624-1	work482	machine_stub	iob3 224 bed b 624 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-225-bed-b-631-1	iob3 225 bed b 631 1	unclear	1	1	IOB3-225 BED B 631-1	work483	machine_stub	iob3 225 bed b 631 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-226-bed-b-624-1	iob3 226 bed b 624 1	unclear	1	1	IOB3-226 BED B 624-1	work484	machine_stub	iob3 226 bed b 624 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-227-bed-b-622-4	iob3 227 bed b 622 4	unclear	1	1	IOB3-227 BED B 622-4	work485	machine_stub	iob3 227 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-227-bed-b-624-1	iob3 227 bed b 624 1	unclear	1	1	IOB3-227 BED B 624-1	work486	machine_stub	iob3 227 bed b 624 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-228-a-bed-b-624-1	iob3 228 a bed b 624 1	unclear	1	1	IOB3-228/a BED B 624-1	work487	machine_stub	iob3 228 a bed b 624 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-228-b-bed-b-632-1	iob3 228 b bed b 632 1	unclear	1	1	IOB3-228/b BED B 632-1	work488	machine_stub	iob3 228 b bed b 632 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-229-bed-b-632-2	iob3 229 bed b 632 2	unclear	1	1	IOB3-229 BED B 632-2	work489	machine_stub	iob3 229 bed b 632 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-230-bed-b-632-3	iob3 230 bed b 632 3	unclear	1	1	IOB3-230 BED B 632-3	work490	machine_stub	iob3 230 bed b 632 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-231-a-bed-b-632-4	iob3 231 a bed b 632 4	unclear	1	1	IOB3-231/a BED B 632-4	work491	machine_stub	iob3 231 a bed b 632 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-231-b-bed-b-633-1	iob3 231 b bed b 633 1	unclear	1	1	IOB3-231/b BED B 633-1	work492	machine_stub	iob3 231 b bed b 633 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-232-bed-b-633-2	iob3 232 bed b 633 2	unclear	1	1	IOB3-232 BED B 633-2	work493	machine_stub	iob3 232 bed b 633 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-233	IOB3-233	unclear	1	1	IOB3-233	work494	machine_stub	IOB3-233	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-233-bed-b-633-3	iob3 233 bed b 633 3	unclear	1	1	IOB3-233 BED B 633-3	work495	machine_stub	iob3 233 bed b 633 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-234-bed-b-624-1	iob3 234 bed b 624 1	unclear	1	1	IOB3-234 BED B 624-1	work496	machine_stub	iob3 234 bed b 624 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-235-bed-b-634-1	iob3 235 bed b 634 1	unclear	1	1	IOB3-235 BED B 634-1	work497	machine_stub	iob3 235 bed b 634 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-236-a-bed-b-624-2	iob3 236 a bed b 624 2	unclear	1	1	IOB3-236/a BED B 624-2	work498	machine_stub	iob3 236 a bed b 624 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-236-b-bed-b-634-3	iob3 236 b bed b 634 3	unclear	1	1	IOB3-236/b BED B 634-3	work499	machine_stub	iob3 236 b bed b 634 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-237-bed-b-634-4	iob3 237 bed b 634 4	unclear	1	1	IOB3-237 BED B 634-4	work500	machine_stub	iob3 237 bed b 634 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-238-bed-b-634-5	iob3 238 bed b 634 5	unclear	1	1	IOB3-238 BED B 634-5	work501	machine_stub	iob3 238 bed b 634 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-239-bed-b-635-1	iob3 239 bed b 635 1	unclear	1	1	IOB3-239 BED B 635-1	work502	machine_stub	iob3 239 bed b 635 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-240-bed-b-624-2	iob3 240 bed b 624 2	unclear	1	1	IOB3-240 BED B 624-2	work503	machine_stub	iob3 240 bed b 624 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-241	IOB3-241	unclear	1	1	IOB3-241	work504	machine_stub	IOB3-241	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-242-bed-b-635-3	iob3 242 bed b 635 3	unclear	1	1	IOB3-242 BED B 635-3	work505	machine_stub	iob3 242 bed b 635 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-243-bed-b-624-3	iob3 243 bed b 624 3	unclear	1	1	IOB3-243 BED B 624-3	work506	machine_stub	iob3 243 bed b 624 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-244-bed-b-624-4	iob3 244 bed b 624 4	unclear	1	1	IOB3-244 BED B 624-4	work507	machine_stub	iob3 244 bed b 624 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-245-a-bed-b-636-2	iob3 245 a bed b 636 2	unclear	1	1	IOB3-245/a BED B 636-2	work508	machine_stub	iob3 245 a bed b 636 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-245-b-bed-b-622-4	iob3 245 b bed b 622 4	unclear	1	1	IOB3-245/b BED B 622-4	work509	machine_stub	iob3 245 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-246-bed-b-623-2-b-636-3	iob3 246 bed b 623 2 b 636 3	unclear	1	1	IOB3-246 BED B 623-2 & B 636-3	work510	machine_stub	iob3 246 bed b 623 2 b 636 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-247-bed-b-624-4	iob3 247 bed b 624 4	unclear	1	1	IOB3-247 BED B 624-4	work511	machine_stub	iob3 247 bed b 624 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-248-bed-b-622-4	iob3 248 bed b 622 4	unclear	1	1	IOB3-248 BED B 622-4	work512	machine_stub	iob3 248 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-249-bed-b-622-4	iob3 249 bed b 622 4	unclear	1	1	IOB3-249 BED B 622-4	work513	machine_stub	iob3 249 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-250-bed-b-622-4	iob3 250 bed b 622 4	unclear	1	1	IOB3-250 BED B 622-4	work514	machine_stub	iob3 250 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-251-bed-b-622-4	iob3 251 bed b 622 4	unclear	1	1	IOB3-251 BED B 622-4	work515	machine_stub	iob3 251 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-252-bed-b-622-4	iob3 252 bed b 622 4	unclear	1	1	IOB3-252 BED B 622-4	work516	machine_stub	iob3 252 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-253-a-bed-b-622-4	iob3 253 a bed b 622 4	unclear	1	1	IOB3-253/a BED B 622-4	work517	machine_stub	iob3 253 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-253-b-bed-b-622-4	iob3 253 b bed b 622 4	unclear	1	1	IOB3-253/b BED B 622-4	work518	machine_stub	iob3 253 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-254-a-bed-b-622-4	iob3 254 a bed b 622 4	unclear	1	1	IOB3-254/a BED B 622-4	work519	machine_stub	iob3 254 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-254-b-bed-b-622-4	iob3 254 b bed b 622 4	unclear	1	1	IOB3-254/b BED B 622-4	work520	machine_stub	iob3 254 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-256-bed-b-604-14-b-604-12	iob3 256 bed b 604 14 b 604 12	unclear	1	1	IOB3-256 BED B 604-14 & B 604-12	work521	machine_stub	iob3 256 bed b 604 14 b 604 12	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-257-bed-b-622-4	iob3 257 bed b 622 4	unclear	1	1	IOB3-257 BED B 622-4	work522	machine_stub	iob3 257 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-258-bed-b-622-4	iob3 258 bed b 622 4	unclear	1	1	IOB3-258 BED B 622-4	work523	machine_stub	iob3 258 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-259-bed-b-622-4	iob3 259 bed b 622 4	unclear	1	1	IOB3-259 BED B 622-4	work524	machine_stub	iob3 259 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-260-bed-b-622-4	iob3 260 bed b 622 4	unclear	1	1	IOB3-260 BED B 622-4	work525	machine_stub	iob3 260 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-261-bed-b-622-4	iob3 261 bed b 622 4	unclear	1	1	IOB3-261 BED B 622-4	work526	machine_stub	iob3 261 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-262-bed-b-622-4	iob3 262 bed b 622 4	unclear	1	1	IOB3-262 BED B 622-4	work527	machine_stub	iob3 262 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-263-bed-b-622-4	iob3 263 bed b 622 4	unclear	1	1	IOB3-263 BED B 622-4	work528	machine_stub	iob3 263 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-264-bed-b-622-4	iob3 264 bed b 622 4	unclear	1	1	IOB3-264 BED B 622-4	work529	machine_stub	iob3 264 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-265-bed-b-622-4	iob3 265 bed b 622 4	unclear	1	1	IOB3-265 BED B 622-4	work530	machine_stub	iob3 265 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-266-a-bed-b-622-4	iob3 266 a bed b 622 4	unclear	1	1	IOB3-266/a BED B 622-4	work531	machine_stub	iob3 266 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-266-b-bed-b-622-4	iob3 266 b bed b 622 4	unclear	1	1	IOB3-266/b BED B 622-4	work532	machine_stub	iob3 266 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-266-c-bed-b-622-4	iob3 266 c bed b 622 4	unclear	1	1	IOB3-266/c BED B 622-4	work533	machine_stub	iob3 266 c bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-267-bed-b-622-4	iob3 267 bed b 622 4	unclear	1	1	IOB3-267 BED B 622-4	work534	machine_stub	iob3 267 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-268-bed-b-622-4	iob3 268 bed b 622 4	unclear	1	1	IOB3-268 BED B 622-4	work535	machine_stub	iob3 268 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-269-bed-b-622-4	iob3 269 bed b 622 4	unclear	1	1	IOB3-269 BED B 622-4	work536	machine_stub	iob3 269 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-270-bed-b-614-4	iob3 270 bed b 614 4	unclear	1	1	IOB3-270 BED B 614-4	work537	machine_stub	iob3 270 bed b 614 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-271-bed-b-622-4	iob3 271 bed b 622 4	unclear	1	1	IOB3-271 BED B 622-4	work538	machine_stub	iob3 271 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-273-bed-b-622-4	iob3 273 bed b 622 4	unclear	1	1	IOB3-273 BED B 622-4	work539	machine_stub	iob3 273 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-274-bed-b-622-4	iob3 274 bed b 622 4	unclear	1	1	IOB3-274 BED B 622-4	work540	machine_stub	iob3 274 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-276-a-bed-b-622-4	iob3 276 a bed b 622 4	unclear	1	1	IOB3-276/a BED B 622-4	work541	machine_stub	iob3 276 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-276-b-bed-b-622-4	iob3 276 b bed b 622 4	unclear	1	1	IOB3-276/b BED B 622-4	work542	machine_stub	iob3 276 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-279-bed-b-622-4	iob3 279 bed b 622 4	unclear	1	1	IOB3-279 BED B 622-4	work543	machine_stub	iob3 279 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-280-a-bed-b-622-4	iob3 280 a bed b 622 4	unclear	1	1	IOB3-280/a BED B 622-4	work544	machine_stub	iob3 280 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-280-b-bed-b-622-4	iob3 280 b bed b 622 4	unclear	1	1	IOB3-280/b BED B 622-4	work545	machine_stub	iob3 280 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-281-a-bed-b-622-4	iob3 281 a bed b 622 4	unclear	1	1	IOB3-281/a BED B 622-4	work546	machine_stub	iob3 281 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-281-b-bed-b-622-4	iob3 281 b bed b 622 4	unclear	1	1	IOB3-281/b BED B 622-4	work547	machine_stub	iob3 281 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-282-bed-b-622-4	iob3 282 bed b 622 4	unclear	1	1	IOB3-282 BED B 622-4	work548	machine_stub	iob3 282 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-283-bed-b-622-4	iob3 283 bed b 622 4	unclear	1	1	IOB3-283 BED B 622-4	work549	machine_stub	iob3 283 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-284-a-bed-b-622-4	iob3 284 a bed b 622 4	unclear	1	1	IOB3-284/a BED B 622-4	work550	machine_stub	iob3 284 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-284-b-bed-b-622-4	iob3 284 b bed b 622 4	unclear	1	1	IOB3-284/b BED B 622-4	work551	machine_stub	iob3 284 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-285-bed-b-622-4	iob3 285 bed b 622 4	unclear	1	1	IOB3-285 BED B 622-4	work552	machine_stub	iob3 285 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-286-bed-b-622-4	iob3 286 bed b 622 4	unclear	1	1	IOB3-286 BED B 622-4	work553	machine_stub	iob3 286 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-287-b-bed-b-622-4	iob3 287 b bed b 622 4	unclear	1	1	IOB3-287/b BED B 622-4	work554	machine_stub	iob3 287 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-288-bed-b-622-4	iob3 288 bed b 622 4	unclear	1	1	IOB3-288 BED B 622-4	work555	machine_stub	iob3 288 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-289-bed-b-622-4	iob3 289 bed b 622 4	unclear	1	1	IOB3-289 BED B 622-4	work556	machine_stub	iob3 289 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-290-a-bed-b-622-4	iob3 290 a bed b 622 4	unclear	1	1	IOB3-290/a BED B 622-4	work557	machine_stub	iob3 290 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-290-b-bed-b-622-4	iob3 290 b bed b 622 4	unclear	1	1	IOB3-290/b BED B 622-4	work558	machine_stub	iob3 290 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-291-bed-b-622-4	iob3 291 bed b 622 4	unclear	1	1	IOB3-291 BED B 622-4	work559	machine_stub	iob3 291 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-292-bed-b-622-4	iob3 292 bed b 622 4	unclear	1	1	IOB3-292 BED B 622-4	work560	machine_stub	iob3 292 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-293-bed-b-622-4	iob3 293 bed b 622 4	unclear	1	1	IOB3-293 BED B 622-4	work561	machine_stub	iob3 293 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-294-bed-b-622-4	iob3 294 bed b 622 4	unclear	1	1	IOB3-294 BED B 622-4	work562	machine_stub	iob3 294 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-295-bed-b-622-6	iob3 295 bed b 622 6	unclear	1	1	IOB3-295 BED B 622-6	work563	machine_stub	iob3 295 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-296	IOB3-296	unclear	1	1	IOB3-296	work564	machine_stub	IOB3-296	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-296-297-198-b	IOB3-296-297-198/b	unclear	1	1	IOB3-296-297-198/b	work565	machine_stub	IOB3-296-297-198/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-296-297-298-a	IOB3-296, 297, 298/a	unclear	1	1	IOB3-296, 297, 298/a	work566	machine_stub	IOB3-296, 297, 298/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-296-298-a-b	IOB3-296 & 298/a-b	unclear	1	1	IOB3-296 & 298/a-b	work567	machine_stub	IOB3-296 & 298/a-b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-297-a-b-bed-b-600-7	iob3 297 a b bed b 600 7	unclear	1	1	IOB3-297/a-b BED B 600-7	work568	machine_stub	iob3 297 a b bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-297-bed-b-622-6	iob3 297 bed b 622 6	unclear	1	1	IOB3-297 BED B 622-6	work569	machine_stub	iob3 297 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-298-a-bed-b-622-6	iob3 298 a bed b 622 6	unclear	1	1	IOB3-298/a BED B 622-6	work570	machine_stub	iob3 298 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-298-b-bed-b-623-1	iob3 298 b bed b 623 1	unclear	1	1	IOB3-298/b BED B 623-1	work571	machine_stub	iob3 298 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-299-bed-b-622-4	iob3 299 bed b 622 4	unclear	1	1	IOB3-299 BED B 622-4	work572	machine_stub	iob3 299 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-302-bed-b-610-5	iob3 302 bed b 610 5	unclear	1	1	IOB3-302 BED B 610-5	work573	machine_stub	iob3 302 bed b 610 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-303-bed-a	IOB3-303 BED A	unclear	1	1	IOB3-303 BED A	work574	machine_stub	IOB3-303 BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-304-bed-a	IOB3-304 BED A	unclear	1	1	IOB3-304 BED A	work575	machine_stub	IOB3-304 BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-305-a	IOB3-305/a	unclear	1	1	IOB3-305/a	work576	machine_stub	IOB3-305/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-306-a-iob5-586-b-c-bed-b-623-1	iob3 306 a iob5 586 b c bed b 623 1	unclear	1	1	IOB3-306/a & IOB5-586/b/c BED B 623-1	work577	machine_stub	iob3 306 a iob5 586 b c bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-306-b-bed-b-623-1	iob3 306 b bed b 623 1	unclear	1	1	IOB3-306/b BED B 623-1	work578	machine_stub	iob3 306 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-306-c-bed-b-623-1	iob3 306 c bed b 623 1	unclear	1	1	IOB3-306/c BED B 623-1	work579	machine_stub	iob3 306 c bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-306-d-bed-b-623-1	iob3 306 d bed b 623 1	unclear	1	1	IOB3-306/d BED B 623-1	work580	machine_stub	iob3 306 d bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-308-bed-b-603-1	iob3 308 bed b 603 1	unclear	1	1	IOB3-308 BED B 603-1	work581	machine_stub	iob3 308 bed b 603 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-309	IOB3-309	unclear	1	1	IOB3-309	work582	machine_stub	IOB3-309	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-310-a	IOB3-310/a	unclear	1	1	IOB3-310/a	work583	machine_stub	IOB3-310/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-310-b	IOB3-310/b	unclear	1	1	IOB3-310/b	work584	machine_stub	IOB3-310/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-311-a-bed-b-603-2	iob3 311 a bed b 603 2	unclear	1	1	IOB3-311/a BED B 603-2	work585	machine_stub	iob3 311 a bed b 603 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-311-b-bed-b-603-2	iob3 311 b bed b 603 2	unclear	1	1	IOB3-311/b BED B 603-2	work586	machine_stub	iob3 311 b bed b 603 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-312-a-bed-a	IOB3-312/a BED A	unclear	1	1	IOB3-312/a BED A	work587	machine_stub	IOB3-312/a BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-312-a-bed-b-600-7	iob3 312 a bed b 600 7	unclear	1	1	IOB3-312/a BED B 600-7	work588	machine_stub	iob3 312 a bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-312-b-bed-b-603-2	iob3 312 b bed b 603 2	unclear	1	1	IOB3-312/b BED B 603-2	work589	machine_stub	iob3 312 b bed b 603 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-313-a-bed-b-603-2	iob3 313 a bed b 603 2	unclear	1	1	IOB3-313/a BED B 603-2	work590	machine_stub	iob3 313 a bed b 603 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-313-b-bed-b-603-2	iob3 313 b bed b 603 2	unclear	1	1	IOB3-313/b BED B 603-2	work591	machine_stub	iob3 313 b bed b 603 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-314-a-bed-a	IOB3-314/a BED A	unclear	1	1	IOB3-314/a BED A	work592	machine_stub	IOB3-314/a BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-314-b-bed-a	IOB3-314/b BED A	unclear	1	1	IOB3-314/b BED A	work593	machine_stub	IOB3-314/b BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-314-c-bed-b-603-2	iob3 314 c bed b 603 2	unclear	1	1	IOB3-314/c BED B 603-2	work594	machine_stub	iob3 314 c bed b 603 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-315-a-bed-b-603-2	iob3 315 a bed b 603 2	unclear	1	1	IOB3-315/a BED B 603-2	work595	machine_stub	iob3 315 a bed b 603 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-315-b	IOB3-315/b	unclear	1	1	IOB3-315/b	work596	machine_stub	IOB3-315/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-316-a-bed-b-600-7	iob3 316 a bed b 600 7	unclear	1	1	IOB3-316/a BED B 600-7	work597	machine_stub	iob3 316 a bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-316-b	IOB3-316/b	unclear	1	1	IOB3-316/b	work598	machine_stub	IOB3-316/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-317-a-bed-b-603-2	iob3 317 a bed b 603 2	unclear	1	1	IOB3-317/a & BED B 603-2	work599	machine_stub	iob3 317 a bed b 603 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-318-a-bed-b-603-2	iob3 318 a bed b 603 2	unclear	1	1	IOB3-318/a BED B 603-2	work600	machine_stub	iob3 318 a bed b 603 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-318-b	IOB3-318/b	unclear	1	1	IOB3-318/b	work601	machine_stub	IOB3-318/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-319-a-bed-a	IOB3-319/a BED A	unclear	1	1	IOB3-319/a BED A	work602	machine_stub	IOB3-319/a BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-320	IOB3-320	unclear	1	1	IOB3-320	work603	machine_stub	IOB3-320	Prioritize local library or Frasch-preface evidence review.
